Sujeto 18
11,[(39;1563;1)(14;2219;1)(11;2625;1)(33;3125;1)(40;3578;1)(64;4360;1)(71;5094;1)(110;6641;1)(93;7328;1)(116;8813;1)(97;9610;1)(66;10297;1)(47;10938;1)(79;11969;1)],58,14,0,0,13,19,76.923077,39,1
12,[(6;1656;1)(2;2297;1)(23;3734;1)(27;4531;1)(34;4875;-1)(35;5250;1)(39;6109;1)(55;6625;1)(50;7578;1)(62;8000;1)(93;8609;0)(90;9328;1)(93;9812;0)(96;11406;1)(113;12062;1)(119;13328;1)(67;13969;1)],61,14,2,1,15,19,52.380952,6,6
13,[(13;1344;1)(19;2609;1)(36;3453;1)(32;4031;1)(50;4484;1)(58;5390;1)(65;6062;1)(63;6469;1)(82;7000;1)(90;7469;1)(115;8140;1)(96;9140;1)(118;9750;1)(89;10187;1)],57,14,0,0,10,19,100.000000,13,4
14,[(6;1500;1)(0;2141;1)(23;3578;1)(28;4312;-1)(57;4859;1)(29;5359;1)(69;5937;1)(96;6531;1)(84;7031;1)(52;7656;1)(80;8266;1)(92;9062;1)(64;11625;1)],54,12,0,1,13,19,60.439560,6,2
15,[(14;1140;1)(11;1750;1)(33;2140;1)(40;2609;1)(71;3062;1)(111;3922;-1)(110;4437;1)(93;5031;1)(116;5750;1)(97;6297;1)(79;7172;1)(66;7719;1)(64;8297;1)(47;9094;1)],48,13,0,1,11,19,77.922078,14,2
16,[(6;1281;1)(2;1844;1)(23;2641;1)(19;3516;0)(19;4250;0)(39;5219;1)(45;6000;0)(55;6766;1)(62;8422;1)(50;8984;1)(90;9859;1)(113;10500;1)(96;12297;1)(119;12969;1)(67;13938;1)],53,12,3,0,16,19,40.178571,6,2
52

Sujeto 23
1,[(19;2203;1)(36;3282;1)(58;3782;1)(89;4532;1)(118;5125;1)(115;5813;1)(96;6297;1)(65;6985;1)(63;7407;1)(82;7797;1)(90;8313;1)(50;8844;1)(32;9422;1)(13;9953;1)],46,14,0,0,13,18,76.923077,19,3
2,[(29;2250;1)(69;2922;1)(57;3375;1)(96;4859;1)(64;5390;1)(84;5906;1)(117;6500;1)(92;7219;1)(113;7875;1)(80;8703;1)(52;9531;1)(23;10125;1)(30;10734;0)(0;11281;1)(6;13140;1)],61,14,1,0,16,18,58.035714,29,3
3,[(11;2641;1)(33;3422;1)(40;4094;1)(64;4594;1)(71;5375;1)(110;6656;1)(93;7219;1)(116;7922;1)(97;8406;1)(79;9219;1)(66;9937;1)(47;10797;1)(39;11516;1)(14;12281;1)],57,14,0,0,14,18,71.428571,11,0
4,[(119;1891;1)(113;2656;1)(96;3219;1)(90;3875;1)(62;4484;1)(50;4969;1)(23;5828;1)(2;6531;1)(67;7391;1)(35;8219;1)(39;9656;1)(6;10422;1)(27;11672;1)(55;13484;1)],68,14,0,0,15,19,66.666667,119,3
5,[(13;2422;1)(19;3562;1)(36;4437;1)(32;4937;1)(58;5906;1)(65;6625;1)(63;7140;1)(50;7890;1)(90;9265;1)(82;9828;1)(115;11156;1)(118;11734;1)(96;12281;1)(88;12984;-1)(89;13734;1)],57,14,0,1,16,18,58.035714,13,5
6,[(0;2015;1)(6;2687;1)(29;3328;1)(23;4219;1)(52;4828;1)(64;5203;1)(57;5625;1)(69;6094;1)(96;6719;1)(117;7234;1)(84;7922;1)(113;8437;1)(92;8875;1)(80;9297;1)],56,14,0,0,12,18,83.333333,0,2
7,[(11;1859;1)(33;2297;1)(40;2672;1)(63;3093;-1)(66;3531;1)(64;3953;1)(47;4531;1)(39;5140;1)(14;5734;1)(71;6312;1)(116;7015;1)(97;7547;1)(79;7953;1)(93;8640;1)(110;9078;1)],71,14,0,1,10,19,92.857143,11,1
8,[(2;1437;1)(6;1937;1)(27;2422;1)(39;3000;1)(55;3828;1)(35;4172;1)(67;4781;1)(23;5312;1)(50;5937;1)(62;6312;1)(96;7125;1)(119;7641;1)(113;8406;1)(90;8953;1)],63,14,0,0,10,19,100.000000,2,3
9,[(19;2422;1)(36;3156;1)(13;3719;1)(32;4141;1)(58;4875;1)(89;5328;1)(118;6000;1)(115;6969;1)(96;7641;1)(65;8156;1)(63;8672;1)(82;9172;1)(90;9781;1)(50;10375;1)],51,14,0,0,13,18,76.923077,19,3
10,[(117;1922;1)(69;2688;1)(29;3391;1)(96;4188;1)(92;4938;1)(84;5453;1)(64;6172;1)(80;7125;1)(57;7875;1)(23;8906;1)(6;9516;1)(0;10219;1)(52;10953;1)],71,13,0,0,12,19,77.380952,117,4
11,[(116;1390;1)(97;1906;1)(93;2344;1)(110;3000;1)(79;3609;1)(66;4109;1)(64;4562;1)(71;5172;1)(40;6000;1)(47;6687;1)(39;7125;1)(19;7812;0)(33;8515;1)(14;8937;1)(11;10156;1)],61,14,1,0,11,19,84.415584,116,5
12,[(119;1969;1)(113;2891;1)(90;3375;1)(96;4125;1)(62;4797;1)(55;5437;1)(67;5844;1)(35;6359;1)(27;6734;1)(39;7219;1)(6;7906;1)(23;8375;1)(2;8766;1)(50;9328;1)],63,14,0,0,12,19,83.333333,119,2
13,[(118;1125;1)(115;1969;1)(96;2469;1)(89;2922;1)(82;3547;1)(90;4125;1)(63;4703;1)(65;5125;1)(58;5703;1)(36;6266;1)(50;6782;1)(32;7344;1)(13;7813;1)(19;8563;1)],57,14,0,0,10,19,100.000000,118,4
14,[(117;1234;1)(113;1969;1)(92;2609;1)(96;3219;1)(80;3828;1)(69;4750;1)(84;5219;1)(64;5531;1)(57;5969;1)(29;6516;1)(23;7078;1)(6;7625;1)(0;8469;1)(52;9406;1)],71,14,0,0,10,19,100.000000,117,5
15,[(116;3406;1)(47;4281;1)(79;4859;1)(97;5234;1)(110;6281;1)(64;7297;1)(71;7891;1)(93;8297;1)(40;9156;1)(33;9594;1)(11;10063;1)(14;10531;1)(66;11625;1)(39;12797;1)],75,14,0,0,14,17,71.428571,116,1
16,[(119;1594;1)(113;2219;1)(90;2766;1)(96;3438;1)(62;5454;1)(50;6297;1)(55;6922;1)(39;7563;1)(35;8125;1)(6;9094;1)(2;9813;1)(23;10329;1)(67;11438;1)],61,13,0,0,13,19,71.428571,119,5
49

Sujeto 27
1,[(19;1641;1)(7;2703;0)(36;3344;1)(13;3938;1)(32;4485;1)(50;5000;1)(63;5500;1)(82;6031;1)(90;6516;1)(115;7375;1)(96;7891;1)(118;8469;1)(89;9110;1)(65;9860;1)(58;10735;1)],55,14,1,0,11,19,84.415584,19,0
2,[(6;2016;1)(33;2656;1)(0;4016;1)(80;4906;1)(117;8000;1)(113;8750;1)(92;9406;1)(96;10125;1)(84;10531;1)(64;11156;1)(69;12047;1)(57;12500;1)(29;13266;1)(52;14938;1)],69,14,0,0,18,18,55.555556,6,4
3,[(39;1547;1)(47;2047;1)(14;2547;1)(33;3000;1)(11;3625;1)(40;4281;1)(71;4906;1)(93;5938;1)(110;6547;1)(116;7250;1)(97;7953;1)(79;8641;1)(66;10469;1)(64;11047;1)],52,14,0,0,12,19,83.333333,39,2
4,[(39;3375;1)(27;3859;1)(35;4406;1)(55;5125;1)(23;5984;1)(2;6812;1)(6;7891;1)(50;9031;1)(62;9656;1)(90;10906;1)(113;11734;1)(96;12516;1)(67;13797;1)(119;14531;1)],60,14,0,0,15,17,66.666667,39,2
5,[(58;2172;1)(89;2797;1)(118;3375;1)(96;4016;1)(115;4641;1)(90;5359;1)(82;5875;1)(63;6391;1)(65;7781;1)(32;8469;1)(50;8937;1)(38;10250;0)(19;11516;1)(36;14078;1)(13;14766;1)],63,14,1,0,17,18,54.621849,58,1
6,[(6;2953;1)(29;3781;1)(69;4735;1)(96;5922;1)(117;6547;1)(114;7203;-1)(113;8110;1)(82;8516;-1)(92;9016;1)(84;9453;1)(64;9860;1)(52;10344;1)(80;11047;1)(0;11953;1)(23;12672;1)(57;13688;1)],58,14,0,2,14,18,61.224490,6,4
7,[(39;1547;1)(47;2141;1)(66;2563;1)(63;2984;-1)(64;3625;1)(33;4156;1)(14;4578;1)(11;5203;1)(40;5672;1)(61;6453;-1)(71;7125;1)(110;7641;1)(93;8250;1)(116;8781;1)(97;9234;1)(79;9875;1)],48,14,0,2,12,19,71.428571,39,2
8,[(39;1953;1)(27;2485;1)(6;2953;1)(35;3969;1)(23;4438;1)(2;4953;1)(50;5547;1)(62;5985;1)(90;6516;1)(113;6782;1)(96;7610;1)(67;8266;1)(119;8875;1)],52,13,0,0,9,19,103.174603,39,0
9,[(58;1688;1)(89;2360;1)(65;4000;1)(36;4579;1)(19;5500;1)(13;6797;1)(32;7641;1)(50;8188;1)(63;8985;1)(82;9485;1)(90;10079;1)(115;11485;1)(96;11907;1)(118;12704;1)],56,14,0,0,14,19,71.428571,58,1
10,[(69;2594;1)(57;3141;1)(29;4156;1)(0;5875;1)(23;7203;1)(64;9297;1)(52;9797;1)(85;10469;-1)(84;10906;1)(92;11469;1)(113;12094;1)(117;12750;1)(96;13437;1)(80;14844;1)(6;17281;1)],71,14,0,1,18,18,51.587302,69,1
11,[(116;1453;1)(110;2500;1)(93;3422;1)(97;4766;1)(79;5250;1)(66;5922;1)(64;6297;1)(71;6844;1)(40;7375;1)(33;7938;1)(14;8594;1)(39;9703;1)(47;10250;1)],50,13,0,0,11,19,84.415584,116,3
12,[(39;1891;1)(55;2469;1)(35;2828;1)(27;3359;1)(67;4000;1)(6;4625;1)(2;5266;1)(23;5797;1)(50;6688;1)(62;7188;1)(90;7984;1)(114;8469;-1)(113;9438;1)(96;10094;1)(119;10734;1)],58,14,0,1,11,19,84.415584,39,3
13,[(19;1922;1)(36;2469;1)(13;3000;1)(32;3547;1)(50;4031;1)(63;4750;1)(65;5313;1)(58;6422;1)(89;7000;1)(118;7453;1)(115;8141;1)(96;8703;1)(82;9469;1)(90;10000;1)],49,14,0,0,10,19,100.000000,19,2
14,[(29;1484;1)(6;2094;1)(23;2656;1)(0;3984;1)(57;4906;1)(69;5516;1)(64;6453;1)(52;6875;1)(84;7484;1)(92;7984;1)(80;8625;1)(96;9266;1)(117;9984;1)(113;11031;1)],63,14,0,0,12,19,83.333333,29,2
15,[(39;1844;1)(14;2469;1)(11;2953;1)(33;3516;1)(40;4172;1)(64;4812;1)(71;5406;1)(93;5906;1)(97;6562;1)(116;7609;1)(110;9172;1)(66;10109;1)(47;10766;1)(79;12031;1)],64,14,0,0,13,19,76.923077,39,3
16,[(39;1407;1)(27;2750;1)(35;3266;1)(55;4016;1)(119;5985;1)(96;6719;1)(113;7594;1)(62;9266;1)(50;9860;1)(23;10750;1)(2;11469;1)(6;12500;1)(67;14453;1)(90;17438;1)],67,14,0,0,21,19,47.619048,39,2
32

Sujeto 24
1,[(49;2109;0)(19;2594;1)(7;4891;0)(9;5734;0)(36;8844;1)(65;9781;1)(32;10531;1)(50;11375;1)(90;12125;1)(96;13547;1)(115;14391;1)(89;15125;1)(63;16000;1)(58;16828;1)(13;18906;1)(82;20203;1)(118;21063;1)],79,14,3,0,21,18,37.414966,49,1
2,[(0;2562;1)(6;3203;1)(29;3828;1)(48;4359;0)(48;4687;0)(48;5187;0)(57;6062;1)(69;6859;1)(64;7812;1)(52;8343;1)(23;9390;1)(92;10390;1)(80;11453;1)(96;12187;1)(84;12593;1)(113;14437;1)(117;15375;1)],60,14,3,0,19,18,41.353383,0,3
3,[(11;1906;1)(14;2344;1)(40;2953;1)(33;3656;1)(71;4234;1)(110;4828;1)(93;5375;1)(64;5937;1)(66;6547;1)(116;7234;1)(96;7687;0)(97;7953;1)(79;8515;1)(47;9219;1)(39;9844;1)],56,14,1,0,10,19,92.857143,11,2
4,[(2;1500;1)(6;2031;1)(39;3000;1)(27;3547;1)(35;4047;1)(23;4609;1)(62;5547;1)(50;6156;1)(90;6672;1)(113;7187;1)(96;7859;1)(67;8406;1)(55;8984;1)(119;9594;1)],58,14,0,0,10,19,100.000000,2,2
5,[(13;2656;1)(19;3234;1)(32;4593;1)(36;5093;1)(50;5734;1)(90;6437;1)(82;6890;1)(63;7484;1)(65;7875;1)(58;8406;1)(107;9234;0)(118;11500;1)(96;11968;1)(89;12422;1)],57,13,1,0,13,18,65.934066,13,5
6,[(0;1516;1)(6;2266;1)(24;2891;-1)(23;3109;1)(29;3766;1)(64;4453;1)(52;4859;1)(85;5266;1)(84;5484;0)(96;6266;1)(117;6766;1)(93;7406;-1)(92;7625;1)(80;8234;1)(113;8953;1)(57;9641;1)(69;10125;1)],69,14,1,2,10,19,78.571429,0,2
7,[(11;1125;1)(14;1531;1)(50;2031;-1)(40;2500;1)(32;3062;-1)(33;3390;1)(64;3922;1)(71;4437;1)(93;5062;1)(110;5578;1)(97;6156;1)(66;6625;1)(116;7125;1)(79;7859;1)(47;8359;1)(39;8797;1)],64,14,0,2,9,19,95.238095,11,2
8,[(23;953;1)(2;1328;1)(6;1844;1)(27;2375;1)(35;2844;1)(50;3281;1)(62;3703;1)(90;4109;1)(113;4719;1)(96;5203;1)(67;5672;1)(55;6172;1)(39;6750;1)(119;7984;1)],59,14,0,0,8,20,125.000000,23,2
9,[(13;2968;1)(32;3375;1)(50;3765;1)(82;4562;1)(90;5015;1)(62;5453;0)(63;6437;1)(115;7828;1)(96;8218;1)(118;8640;1)(89;9140;1)(58;9578;1)(36;10093;1)(36;10406;0)(19;10875;1)(65;11906;1)],61,14,2,0,12,18,71.428571,13,0
10,[(0;1812;1)(6;2359;1)(29;2859;1)(23;3437;1)(64;4203;1)(52;4609;1)(80;7937;1)(92;8312;1)(74;8640;-1)(84;9031;1)(96;9562;1)(113;10156;1)(117;10890;1)(69;11437;1)(57;11843;1)],58,14,0,1,12,19,77.380952,0,3
11,[(11;1421;1)(14;1937;1)(33;2328;1)(41;2734;-1)(40;2968;1)(64;3546;1)(71;4078;1)(93;4515;1)(110;5031;1)(116;5640;1)(97;6046;1)(66;6468;1)(79;6906;1)(47;7359;1)(39;7734;1)],54,14,0,1,8,19,116.071429,11,2
12,[(6;1375;1)(2;1984;1)(23;2734;1)(62;3781;1)(50;4297;1)(113;5125;1)(90;5672;1)(55;6265;1)(35;6672;1)(27;7218;1)(39;7687;1)(67;8140;1)(106;8672;-1)(96;9125;1)(119;9640;1)],60,14,0,1,10,19,92.857143,6,2
13,[(12;1296;-1)(13;1593;1)(32;2046;1)(50;2718;1)(90;3343;1)(82;3765;1)(63;4187;1)(65;4640;1)(96;5140;1)(115;5546;1)(118;5953;1)(89;6328;1)(58;6734;1)(36;7140;1)(19;7578;1)],46,14,0,1,8,19,116.071429,12,3
14,[(0;1516;1)(6;2188;1)(52;4547;1)(23;5625;1)(64;7157;1)(80;7875;1)(84;8360;1)(113;9360;1)(96;9875;1)(92;10563;1)(117;11094;1)(29;12625;1)(57;13266;1)(68;13641;-1)(69;13907;1)],73,14,0,1,14,19,66.326531,0,3
15,[(14;1204;1)(11;1641;1)(33;2063;1)(40;2516;1)(71;2985;1)(110;3516;1)(94;3954;-1)(94;4266;1)(66;4782;1)(47;5250;1)(39;5610;1)(79;6141;1)(97;6766;1)(116;7250;1)(64;9500;1)],55,14,0,1,10,19,92.857143,14,2
16,[(2;1937;1)(6;2390;1)(27;3015;1)(55;3937;1)(35;4390;1)(62;5375;1)(23;6047;1)(56;8890;0)(39;10984;1)(119;12531;1)(96;13109;1)(67;13828;1)(50;15406;1)(113;17078;1)(90;17750;1)],71,14,1,0,18,19,51.587302,2,3
37

Sujeto 30
1,[(36;2844;1)(19;4625;1)(13;5563;1)(32;6141;1)(50;7141;1)(90;7813;1)(82;8547;1)(115;9547;1)(118;10328;1)(96;11313;1)(89;12172;1)(65;12766;1)(58;13657;1)(63;14844;1)(65;23203;0)],58,14,1,0,25,18,37.142857,36,3
2,[(64;2375;1)(52;3110;1)(0;4094;1)(23;5110;1)(6;6454;1)(29;7110;1)(57;7969;1)(69;8610;1)(84;9657;1)(80;12266;1)(113;13563;1)(117;14547;1)(96;16375;1)(92;19297;1)],61,14,0,0,25,18,40.000000,64,3
3,[(64;1719;1)(71;2437;1)(110;3265;1)(93;4000;1)(116;4765;1)(97;5437;1)(79;6234;1)(66;6969;1)(39;8719;1)(47;9406;1)(14;10656;1)(33;12172;1)(40;13094;1)(11;13984;1)],56,14,0,0,25,19,40.000000,64,0
4,[(62;2235;1)(50;3063;1)(90;3688;1)(113;4735;1)(96;5625;1)(57;6110;-1)(67;6922;1)(119;7860;1)(55;9141;1)(35;9719;1)(23;11735;1)(2;12547;1)(6;14094;1)(39;14813;1)(27;15438;1)],59,14,0,1,25,18,37.142857,62,3
5,[(13;3562;1)(19;4969;1)(36;6422;1)(50;8000;1)(90;9234;1)(82;9781;1)(115;12203;1)(118;13469;1)(89;14094;1)(65;15640;1)(32;17390;1)(63;22500;1)],55,12,0,0,25,17,34.285714,13,3
6,[(23;1938;1)(0;2704;1)(64;3625;1)(52;4125;1)(84;5125;1)(92;5797;1)(80;6563;1)(113;7313;1)(96;8079;1)(117;8641;1)(69;9360;1)(57;9844;1)(19;10329;-1)(29;10719;1)(6;11500;1)],63,14,0,1,25,19,37.142857,23,0
7,[(40;1625;1)(11;2265;1)(33;2890;1)(14;3531;1)(47;4219;1)(39;4859;1)(79;5453;1)(66;6156;1)(64;6781;1)(71;7469;1)(93;8015;1)(110;8797;1)(115;9765;-1)(97;10437;1)(116;10953;1)],55,14,0,1,25,19,37.142857,40,2
8,[(62;1485;1)(90;2047;1)(113;2610;1)(95;3235;-1)(96;3610;1)(67;4235;1)(55;5032;1)(35;5485;1)(23;6282;1)(50;7375;1)(2;8204;1)(6;8969;1)(39;9750;1)(27;10454;1)(119;11204;1)],64,14,0,1,25,19,37.142857,62,2
9,[(63;1954;1)(65;2844;1)(82;3469;1)(90;4172;1)(50;4797;1)(32;5657;1)(13;6391;1)(36;7032;1)(29;7782;-1)(19;8266;1)(58;9032;1)(89;9579;1)(118;10172;1)(115;10969;1)(96;11625;1)],50,14,0,1,25,19,37.142857,63,3
10,[(23;1656;1)(0;2656;1)(6;3328;1)(52;5172;1)(80;5797;1)(113;6859;1)(84;7656;1)(117;8500;1)(69;10015;1)(57;10578;1)(29;12437;1)(64;15281;1)(96;17015;1)(92;19390;1)],74,14,0,0,25,19,40.000000,23,2
11,[(33;1266;1)(11;1860;1)(14;2485;1)(40;4704;1)(71;5360;1)(110;6047;1)(93;7079;1)(116;8063;1)(97;8938;1)(79;9500;1)(66;10157;1)(47;10750;1)(39;11719;1)(64;12750;1)],58,14,0,0,25,19,40.000000,33,1
12,[(23;2828;1)(2;3765;1)(6;4500;1)(39;5406;1)(35;6109;1)(55;6719;1)(67;7453;1)(96;8219;1)(119;8969;1)(113;10094;1)(62;10797;1)(50;11500;1)(90;12015;1)(27;16078;1)],64,14,0,0,25,18,40.000000,23,4
13,[(63;1796;1)(32;2390;1)(50;3093;1)(13;4296;1)(36;5031;1)(29;6062;1)(58;6796;1)(89;7218;1)(118;7796;1)(96;8531;1)(115;9187;1)(82;9828;1)(90;10531;1)(65;11703;1)],60,14,0,0,25,19,40.000000,63,0
14,[(52;1453;1)(0;2203;1)(23;3453;1)(6;4015;1)(29;4781;1)(57;5390;1)(69;5765;1)(64;6594;1)(84;7031;1)(92;7672;1)(113;8422;1)(117;9078;1)(96;9640;1)(80;10453;1)],57,14,0,0,25,19,40.000000,52,2
15,[(33;1359;1)(11;1906;1)(40;2406;1)(14;3047;1)(66;3922;1)(64;4344;1)(39;4890;1)(47;5797;1)(79;6719;1)(97;7250;1)(116;7875;1)(93;8672;1)(71;9328;1)(110;10140;1)],61,14,0,0,25,19,40.000000,33,1
16,[(62;1235;1)(50;1844;1)(90;2391;1)(113;3422;1)(96;4407;1)(67;7000;1)(55;7625;1)(35;8063;1)(39;8750;1)(27;9563;1)(6;10438;1)(2;11157;1)],40,12,0,0,25,19,34.285714,62,3
32

Sujeto 45
1,[(27;1687;0)(19;3047;1)(13;3875;1)(32;4765;1)(50;5734;1)(82;6422;1)(90;6953;1)(63;7875;1)(65;8437;1)(115;9625;1)(96;10172;1)(58;11297;1)(36;12547;1)(40;14968;0)(40;15359;0)(89;22797;1)],55,13,3,0,25,19,28.571429,27,2
2,[(15;2250;0)(6;3922;1)(0;6359;1)(29;7672;1)(69;8594;1)(57;9469;1)(52;10406;1)(64;11031;1)(84;11594;1)(80;12266;1)(92;12906;1)(110;13797;0)(110;15000;0)(117;16953;1)(23;21766;1)(113;24797;1)],70,13,3,0,25,18,28.571429,15,5
3,[(14;2406;1)(11;3156;1)(33;3922;1)(40;4672;1)(64;5734;1)(66;6391;1)(71;7438;1)(93;8094;1)(110;8969;1)(116;10563;1)(97;11234;1)(79;12250;1)(47;13531;1)(39;14313;1)],55,14,0,0,25,18,40.000000,14,3
4,[(23;2219;1)(39;3406;1)(27;3969;1)(35;4688;1)(55;5813;1)(67;6563;1)(62;7469;1)(50;7953;1)(90;8594;1)(113;9234;1)(96;10000;1)(119;10781;1)(6;13922;1)(2;14578;1)(16;21531;0)(16;22250;0)],63,14,2,0,25,18,34.285714,23,4
5,[(19;1781;1)(13;2656;1)(32;3484;1)(50;4719;1)(90;5594;1)(82;6281;1)(115;8031;1)(118;9094;1)(89;10109;1)(58;10938;1)(36;11844;1)(63;16484;1)(65;18828;1)(96;20094;1)],53,14,0,0,25,19,40.000000,19,4
6,[(6;2328;1)(29;3281;1)(57;4297;1)(69;4781;1)(96;5938;1)(117;6578;1)(113;7203;1)(84;8047;1)(92;9313;1)(80;10078;1)(52;11094;1)(64;11750;1)(23;12703;1)(0;13547;1)],54,14,0,0,22,18,45.454545,6,1
7,[(14;2453;1)(11;3063;1)(33;3719;1)(40;4313;1)(71;5344;1)(93;6000;1)(110;6766;1)(116;7672;1)(97;8188;1)(79;9859;1)(39;10656;1)(47;11766;1)(66;12422;1)(64;12984;1)],49,14,0,0,20,18,50.000000,14,4
8,[(6;1391;1)(39;2125;1)(27;2609;1)(35;3109;1)(23;3766;1)(2;4219;1)(50;5094;1)(62;5656;1)(55;6453;1)(67;7219;1)(119;8125;1)(96;9000;1)(113;9594;1)(90;10234;1)],57,14,0,0,13,19,76.923077,6,0
9,[(19;1985;1)(36;3547;1)(58;4172;1)(89;4844;1)(118;5453;1)(96;6031;1)(115;6703;1)(82;7360;1)(90;7875;1)(63;8781;1)(50;9641;1)(65;10391;1)(32;11328;1)(13;12031;1)],58,14,0,0,16,19,62.500000,19,0
10,[(23;1531;1)(57;3031;1)(29;4578;1)(0;5453;1)(64;7656;1)(84;8328;1)(92;8984;1)(110;10234;0)(113;11250;1)(96;12078;1)(69;13390;1)(117;14562;1)(51;17359;-1)(52;17672;1)(6;19156;1)],79,13,1,1,22,19,35.714286,23,1
11,[(39;1531;1)(14;2531;1)(11;3156;1)(33;3703;1)(40;4297;1)(64;5015;1)(66;5656;1)(79;6515;1)(97;7125;1)(116;7828;1)(93;8515;1)(110;9328;1)(71;9969;1)(47;11547;1)],61,14,0,0,15,19,66.666667,39,2
12,[(6;1359;1)(27;1937;1)(39;2406;1)(35;3047;1)(67;3625;1)(55;4156;1)(96;4875;1)(113;6609;1)(90;7156;1)(62;7890;1)(50;8844;1)(23;15187;1)(2;17062;1)],50,13,0,0,18,19,51.587302,6,1
13,[(19;1328;1)(58;2109;1)(36;2781;1)(13;3328;1)(32;4000;1)(65;4797;1)(50;5453;1)(82;6000;1)(90;6563;1)(63;7219;1)(115;8094;1)(96;9016;1)(118;9750;1)(89;10375;1)],61,14,0,0,14,19,71.428571,19,0
14,[(6;1641;1)(23;2672;1)(0;3906;1)(52;4875;1)(64;5484;1)(96;7344;1)(84;7969;1)(92;8672;1)(80;9203;1)(113;10578;1)(117;11484;1)(69;12750;1)(29;13422;1)(57;17797;1)],60,14,0,0,18,19,55.555556,6,2
15,[(14;1391;1)(11;1984;1)(33;2750;1)(64;3594;1)(71;4328;1)(93;5125;1)(110;6047;1)(116;6953;1)(97;7516;1)(79;8266;1)(66;9000;1)(39;12109;1)(40;14719;1)],57,13,0,0,16,19,58.035714,14,2
16,[(39;1422;1)(27;2000;1)(55;3344;1)(96;4406;1)(119;5938;1)(6;7719;1)(23;9594;1)(35;10063;1)(62;11109;1)(50;11578;1)(90;13156;1)(113;13797;1)],58,12,0,0,15,19,57.142857,39,1
32


Sujeto 37
1,[(13;2703;1)(19;3828;1)(36;4953;1)(32;5750;1)(50;6390;1)(63;7234;1)(65;7968;1)(58;8796;1)(89;9593;1)(82;10343;1)(90;11046;1)(96;11859;1)(115;12593;1)(118;13265;1)],55,14,0,0,13,18,76.923077,13,6
2,[(6;2218;1)(23;3171;1)(0;4250;1)(29;5390;1)(57;6343;1)(64;7359;1)(52;7796;1)(69;8609;1)(85;9515;-1)(84;10296;1)(80;11062;1)(92;11968;1)(96;12781;1)(117;13359;1)(113;14125;1)],66,14,0,1,14,18,66.326531,6,3
